Cost Center,L2,L3,Entity,CostBucket,Period,MKT Total Cost,MKT Internal Cost,Manual adjustment,MKT External Cost,Chargeable total cost,Chargeable external cost,Chargeable internal cost,Chargeable internal cost + Markup,Total non chargeable cost,Total cost Post Markup,Dell/EMC,Dell,EMC
U010001439,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q2 FY25,6900370.197,5106273.946,0,1794096.251,6555351.687,1704391.439,4850960.248,5336056.273,345018.5099,11891407.96,EMC,5765455.27,368007.7832
U010001440,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,2025649.71,324103.9536,0,1701545.756,405129.942,340309.1513,64820.79072,71302.86979,1620519.768,476432.8118,EMC,275139.9488,1559126.377
U010001443,L2 Mktg Online,L3 Mktg CSB GLB,U010,SBU MKT CS,Q2 FY25,-2946246,-1915059.9,0,-1031186.1,-1826672.52,-639335.382,-1187337.138,-1306070.852,-1119573.48,-3132743.372,EMC,-230408.2222,-173816.729
U010001444,L2 Mktg Glb SB GDC,L3 Mktg GFP CGM,U010,CORPORATE MKT OTHER,Q2 FY25,-8288299.028,-4558564.465,0,-3729734.563,-6216224.271,-2797300.922,-3418923.349,-3760815.684,-2072074.757,-9977039.955,EMC,-7794063.613,-586649.9493
U010001445,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,-8850970.92,-6726737.899,0,-2124233.021,-7080776.736,-1699386.417,-5381390.319,-5919529.351,-1770194.184,-13000306.09,EMC,-1602287.725,-7822934.188
U010001446,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,-7383574.598,0,0,-7383574.598,-1033700.444,-1033700.444,0,0,-6349874.155,-1033700.444,EMC,-3502029.432,-263593.6132
U010001447,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,2374806.6,807434.244,0,1567372.356,2374806.6,1567372.356,807434.244,888177.6684,0,3262984.268,EMC,68522.66964,29366.85842
U010001448,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,5360347.113,4020260.335,0,1340086.778,2465759.672,616439.918,1849319.754,2034251.729,2894587.441,4500011.401,EMC,633914.6496,4648707.43
U010001451,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q2 FY25,-8980465.455,-1167460.509,0,-7813004.946,-4490232.728,-3906502.473,-583730.2546,-642103.28,-4490232.728,-5132336.008,EMC,-400322.2086,-215558.1123
U010001452,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q2 FY25,-2792061.602,-2568696.674,0,-223364.9282,-921380.3287,-73710.42629,-847669.9024,-932436.8926,-1870681.273,-1853817.221,EMC,-3186880.332,-239872.7132
U010001455,L2 Mktg Field Partner APJC,L3 Mktg FP Central APJC,U010,CORPORATE MKT OTHER,Q2 FY25,9114941.59,638045.9113,0,8476895.679,6380459.113,5933826.975,446632.1379,491295.3517,2734482.477,6871754.465,EMC,343587.7232,1030763.17
U010001457,L2 Mktg Brand,L3 Mktg Brand,U010,CORPORATE MKT,Q2 FY25,812197.8,795953.844,0,16243.956,194927.472,3898.54944,191028.9226,210131.8148,617270.328,405059.2868,EMC,60758.89302,546830.0372
U010001462,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-4095549.804,-982931.9529,0,-3112617.851,-1187709.443,-902659.1768,-285050.2663,-313555.293,-2907840.361,-1501264.736,EMC,-12424.25988,-142878.9887
U010001463,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001464,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q2 FY25,6455512.162,322775.6081,0,6132736.554,1678433.162,1594511.504,83921.65811,92313.82392,4777079,1770746.986,EMC,3258855.511,2666336.327
U010001465,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q2 FY25,8576594.62,943425.4082,0,7633169.212,4116765.418,3663921.222,452844.1959,498128.6155,4459829.202,4614894.033,EMC,2592993.585,6348363.604
U010001468,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-3824405.12,-3786161.068,0,-38244.05119,-305952.4096,-3059.524096,-302892.8855,-333182.174,-3518452.71,-639134.5836,EMC,-3339478.199,-1054572.063
U010001471,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,10867260.78,10106552.52,0,760708.2545,10323897.74,722672.8418,9601224.898,10561347.39,543363.0389,20885245.13,EMC,4185842.813,3288876.496
U010001472,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q2 FY25,-1020110.881,-754882.0516,0,-265228.829,-877295.3573,-228096.7929,-649198.5644,-714118.4209,-142815.5233,-1591413.778,EMC,-16284.23401,-20725.38874
U010001473,L2 Mktg Brand,L3 Mktg Brand Dell Blue,U010,CORPORATE MKT,Q2 FY25,-5447984.608,-1089596.922,0,-4358387.686,-1361996.152,-1089596.922,-272399.2304,-299639.1534,-4085988.456,-1661635.305,EMC,-416738.1346,-314381.3998
U010001474,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q2 FY25,6476935.68,3303237.197,0,3173698.483,1878311.347,920372.5601,957938.7871,1053732.666,4598624.333,2932044.013,EMC,90994.46937,111215.4626
U010001476,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q2 FY25,1082486.24,357220.4592,0,725265.7808,205672.3856,137800.4984,67871.88725,74659.07597,876813.8544,280331.4616,EMC,28328.23191,89706.0677
U010001479,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,2461848.341,1575582.938,0,886265.4026,1033976.303,372231.4691,661744.834,727919.3173,1427872.038,1761895.62,EMC,432922.9239,573874.5735
U010001480,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q2 FY25,-5815319.4,-1570136.238,0,-4245183.162,-1570136.238,-1146199.454,-423936.7843,-466330.4627,-4245183.162,-2036466.701,EMC,-343936.5983,-108611.5574
U010001481,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q2 FY25,-6997512.154,-4478407.778,0,-2519104.375,-6507686.303,-2342767.069,-4164919.234,-4581411.157,-489825.8508,-11089097.46,EMC,-2690000.416,-3033404.725
U010001482,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q2 FY25,2484285.3,894342.708,0,1589942.592,223585.677,143094.8333,80490.84372,88539.92809,2260699.623,312125.6051,EMC,1387224.912,2080837.367
U010001483,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q2 FY25,-7407508.255,-5259330.861,0,-2148177.394,-6074156.769,-1761505.463,-4312651.306,-4743916.437,-1333351.486,-10818073.21,EMC,-3383946.07,-4135934.085
U010001484,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q2 FY25,-5662478.34,-4756481.806,0,-905996.5344,-56624.7834,-9059.965344,-47564.81806,-52321.29986,-5605853.557,-108946.0833,EMC,-7417049.348,-644960.8129
U010001486,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q2 FY25,4715429.544,1744708.931,0,2970720.613,4668275.249,2941013.407,1727261.842,1899988.026,47154.29544,6568263.275,EMC,185769.0623,743076.2493
U010001489,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,7622381.021,7393709.59,0,228671.4306,5869233.386,176077.0016,5693156.384,6262472.023,1753147.635,12131705.41,EMC,2142742.774,535685.6934
U010001490,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-4189837.662,-3896549.026,0,-293288.6364,-2639597.727,-184771.8409,-2454825.886,-2700308.475,-1550239.935,-5339906.202,EMC,-480591.5582,-6385002.131
U010001491,L2 Mktg Brand,L3 Mktg Campaigns,U010,SBU MKT CS,Q2 FY25,5609507.112,4263225.405,0,1346281.707,1626757.062,390421.695,1236335.367,1359968.904,3982750.05,2986725.967,EMC,1612832.022,240997.8883
U010001493,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q2 FY25,-3598288.875,-143931.555,0,-3454357.32,-323845.9988,-310892.1588,-12953.83995,-14249.22395,-3274442.876,-338095.2227,EMC,-361386.2269,-1028560.8
U010001494,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT OTHER,Q2 FY25,812022.948,324809.1792,0,487213.7688,105562.9832,63337.78994,42225.1933,46447.71263,706459.9648,152010.6959,EMC,59985.75921,45252.41485
U010001495,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,SBU MKT CS,Q2 FY25,-5343757.743,-5130007.433,0,-213750.3097,-2084065.52,-83362.62078,-2000702.899,-2200773.189,-3259692.223,-4284838.708,EMC,0,-4394706.367
U010001496,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q2 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001497,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q2 FY25,7230763.276,5495380.089,0,1735383.186,7086148.01,1700675.522,5385472.488,5924019.736,144615.2655,13010167.75,EMC,11203347.51,346495.2839
U010001500,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q2 FY25,7489318.276,6216134.169,0,1273184.107,6815279.631,1158597.537,5656682.094,6222350.303,674038.6448,13037629.93,EMC,1325253.592,2256512.873
U010001503,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q2 FY25,2896560.108,86896.80325,0,2809663.305,231724.8087,224773.0644,6951.74426,7646.918686,2664835.3,239371.7274,EMC,179528.7955,2812617.796
U010001504,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q2 FY25,5496444.317,219857.7727,0,5276586.544,164893.3295,158297.5963,6595.73318,7255.306498,5331550.987,172148.636,EMC,2402621.13,2130626.285
U010001506,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q2 FY25,10505318.27,210106.3654,0,10295211.91,9034573.714,8853882.24,180691.4743,198760.6217,1470744.558,9233334.336,EMC,8686849.78,1298035.025
U010001507,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q2 FY25,2948444.439,825564.443,0,2122879.996,530719.9991,382118.3993,148601.5997,163461.7597,2417724.44,694181.7588,EMC,108755.1422,122638.7774
U010001508,L2 Mktg Corp Affairs,L3 Mktg Exec Internal Comm,U010,CORPORATE MKT OTHER,Q2 FY25,3128211.996,344103.3196,0,2784108.676,1470259.638,1308531.078,161728.5602,177901.4162,1657952.358,1648161.054,EMC,510579.2543,2680541.085
U010001509,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q2 FY25,-946663.68,-283999.104,0,-662664.576,-927730.4064,-649411.2845,-278319.1219,-306151.0341,-18933.2736,-1233881.441,EMC,-427199.9722,-668184.5719
U010001510,L2 Mktg Corp Affairs,L3 Mktg Chairman Comms,U010,CORPORATE MKT OTHER,Q2 FY25,4559788.033,4286200.751,0,273587.282,2279894.016,136793.641,2143100.375,2357410.413,2279894.016,4637304.429,EMC,459093.1385,8722769.632
U010001511,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT,Q2 FY25,-9849770.467,-7584323.26,0,-2265447.207,-3151926.55,-724943.1064,-2426983.443,-2669681.787,-6697843.918,-5821608.337,EMC,-2095779.001,-15369046.01
U010001512,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q2 FY25,-3367422.937,-1852082.615,0,-1515340.322,-2289847.597,-1030431.419,-1259416.178,-1385357.796,-1077575.34,-3675205.393,EMC,-760983.7049,-1617090.373
U010001515,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,2771904.165,304909.4582,0,2466994.707,277190.4165,246699.4707,30490.94582,33540.0404,2494713.749,310730.4569,EMC,620839.4529,218132.7808
U010001517,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q2 FY25,10625642.88,637538.5725,0,9988104.303,7012924.298,6592148.84,420775.4579,462853.0036,3612718.578,7475777.301,EMC,2242733.19,7951508.584
U010001518,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q2 FY25,3418737.37,3076863.633,0,341873.737,1914492.927,191449.2927,1723043.634,1895347.998,1504244.443,3809840.925,EMC,0,4830334.03
U010001526,L2 Mktg BU Mktg,L3 Mktg Services DFS Mktg,U010,CORPORATE MKT OTHER,Q2 FY25,-8320933.005,-6407118.414,0,-1913814.591,0,0,0,0,-8320933.005,0,EMC,-4229483.649,-8987652.755
U010001528,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q2 FY25,8672437.872,607070.651,0,8065367.221,2428282.604,2258302.822,169979.7823,186977.7605,6244155.268,2615260.365,EMC,616454.2288,1438393.201
U010001531,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,-337886.3191,-290582.2344,0,-47304.08467,-6757.726382,-946.0816935,-5811.644689,-6392.809157,-331128.5927,-13150.53554,EMC,-462241.3242,-24328.49075
U010001532,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q2 FY25,11429650.95,4800453.398,0,6629197.549,3657488.303,2121343.216,1536145.087,1689759.596,7772162.644,5347247.899,EMC,797074.14,706839.3317
U010001534,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q2 FY25,5377630.046,4248327.737,0,1129302.31,4678538.14,982493.0095,3696045.131,4065649.644,699091.906,8744187.784,EMC,2363945.939,450275.4169
U010001537,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,893766.4632,804389.8169,0,89376.64632,455820.8962,45582.08962,410238.8066,451262.6873,437945.567,907083.5835,EMC,1436215.674,253449.8248
U010001538,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q2 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001540,L2 Mktg Brand,L3 Mktg Campaigns,U010,CORPORATE MKT,Q2 FY25,9005588.407,6484023.653,0,2521564.754,5403353.044,1512938.852,3890414.192,4279455.611,3602235.363,9682808.655,EMC,12724824.37,669727.5987
U010001541,L2 Mktg BU Mktg,L3 Mktg A PM,U010,CORPORATE MKT OTHER,Q2 FY25,7584332.879,4171383.084,0,3412949.796,5460719.673,2457323.853,3003395.82,3303735.402,2123613.206,8764455.075,EMC,4159464.305,2048691.374
U010001542,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q2 FY25,-4714037.9,-1178509.475,0,-3535528.425,-4195493.731,-3146620.298,-1048873.433,-1153760.776,-518544.169,-5349254.507,EMC,-699610.3647,-21637.43396
U010001545,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,SBU MKT CS,Q2 FY25,10934113.28,2186822.656,0,8747290.622,8528608.357,6822886.685,1705721.671,1876293.839,2405504.921,10404902.2,EMC,5623983.033,3446957.343
U010001547,L2 Mktg BU Mktg,L3 Mktg Events,U010,CORPORATE MKT OTHER,Q2 FY25,-7961694.883,-7722844.037,0,-238850.8465,-2388508.465,-71655.25395,-2316853.211,-2548538.532,-5573186.418,-4937046.997,EMC,-1025260.093,-126717.5396
U010001548,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-3984994.051,-956398.5723,0,-3028595.479,-2112046.847,-1605155.604,-506891.2433,-557580.3676,-1872947.204,-2669627.215,EMC,-2234931.312,-333955.2535
U010001549,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,5038183.175,4131310.204,0,906872.9715,4483983.026,807116.9447,3676866.081,4044552.689,554200.1493,8528535.715,EMC,4507666.517,4883305.394
U010001550,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,9187401.96,7441795.588,0,1745606.372,2664346.568,506225.848,2158120.72,2373932.792,6523055.392,5038279.361,EMC,4961836.502,3898585.823
U010001551,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q2 FY25,-4872103.996,-2679657.198,0,-2192446.798,-1948841.598,-876978.7193,-1071862.879,-1179049.167,-2923262.398,-3127890.766,EMC,-1344993.029,-218952.3536
U010001553,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,10184138.35,4379179.49,0,5804958.859,1833144.903,1044892.595,788252.3082,867077.539,8350993.446,2700222.442,EMC,6210511.616,2790229.857
U010001559,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,447186.1848,397995.7045,0,49190.48033,321974.0531,35417.14584,286556.9072,315212.5979,125212.1317,637186.651,EMC,338239.9139,352045.6247
U010001564,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q2 FY25,8073501.565,1211025.235,0,6862476.331,7346886.424,6244853.461,1102032.964,1212236.26,726615.1409,8559122.684,EMC,6010197.138,2454869.253
U010001566,L2 Mktg BU Mktg,L3 Mktg Analyst Relations,U010,CORPORATE MKT OTHER,Q2 FY25,10811657.34,1297398.881,0,9514258.459,6486994.404,5708555.076,778439.3285,856283.2613,4324662.936,7343277.665,EMC,1546983.828,411223.5493
U010001567,L2 Mktg Brand,L3 Mktg Digital,U010,CORPORATE MKT,Q2 FY25,-3089930.825,-92697.92474,0,-2997232.9,-1266871.638,-1228865.489,-38006.14915,-41806.76406,-1823059.187,-1308678.402,EMC,-357492.6367,-2196026.197
U010001568,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q2 FY25,-6679414.851,-5610708.475,0,-1068706.376,-3606884.02,-577101.4431,-3029782.577,-3332760.834,-3072530.832,-6939644.854,EMC,-5686653.422,-3951742.208
U010001570,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q2 FY25,-8364302.36,-6189583.746,0,-2174718.614,-3596650.015,-935129.0038,-2661521.011,-2927673.112,-4767652.345,-6524323.127,EMC,-382355.6809,-5990239.001
U010001571,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q2 FY25,7368152.359,3905120.75,0,3463031.609,1768356.566,831127.5861,937228.9801,1030951.878,5599795.793,2799308.444,EMC,186620.563,1679585.067
U010001572,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-9084037.725,-6903868.671,0,-2180169.054,-2725211.318,-654050.7162,-2071160.601,-2278276.661,-6358826.408,-5003487.979,EMC,-5323711.21,-4182915.95
U010001574,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q2 FY25,7233423.909,4629391.301,0,2604032.607,4774059.78,1718661.521,3055398.259,3360938.085,2459364.129,8134997.864,EMC,4535877.597,6803816.396
U010001575,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q2 FY25,-7075139.526,-6084619.992,0,-990519.5336,-6792133.945,-950898.7523,-5841235.193,-6425358.712,-283005.581,-13217492.66,EMC,-12036179.25,-768266.7607
U010001577,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q2 FY25,-268878.168,-145194.2107,0,-123683.9573,-59153.19696,-27210.4706,-31942.72636,-35136.99899,-209724.971,-94290.19595,EMC,-130034.7521,-28544.21387
U010001582,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q2 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001586,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,-2923522.254,-1578702.017,0,-1344820.237,-701645.3409,-322756.8568,-378888.4841,-416777.3325,-2221876.913,-1118422.673,EMC,-2189312.383,-1864969.808
U010001589,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,3316454.505,1625062.707,0,1691391.798,1724556.343,879523.7347,845032.6079,929535.8687,1591898.162,2654092.211,EMC,932505.0904,139339.8411
U010001590,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,1448488.346,1202245.327,0,246243.0187,260727.9022,44323.74337,216404.1588,238044.5747,1187760.443,498772.4769,EMC,360224.5666,360224.5666
U010001594,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q2 FY25,9540377.814,4483977.573,0,5056400.241,8490936.254,4500196.215,3990740.04,4389814.044,1049441.56,12880750.3,EMC,130254.7783,738110.4103
U010001595,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q2 FY25,-5976812.349,-1494203.087,0,-4482609.262,-1972348.075,-1479261.056,-493087.0188,-542395.7207,-4004464.274,-2514743.796,EMC,-845868.3677,-4793254.084
U010001596,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q2 FY25,-2013706.926,-845756.9089,0,-1167950.017,-966579.3245,-560616.0082,-405963.3163,-446559.6479,-1047127.602,-1413138.972,EMC,-95386.88064,-964467.3487
U010001597,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q2 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
IE10001168,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,IE10,CORPORATE MKT OTHER,Q1 FY25,1109682.406,255226.9534,0,854455.4528,66580.94437,51267.32717,15313.61721,16844.97893,1043101.462,83425.9233,EMC,24610.64737,795744.265
IE10001204,L2 Mktg Field Partner EMEA,L3 Mktg FP EMEA,IE10,CORPORATE MKT OTHER,Q1 FY25,2000000,660000,0,1340000,840000,562800,277200,304920,1160000,1144920,EMC,895763.6,794356.4
U009000052,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U009,CORPORATE MKT OTHER,Q1 FY25,8100422.332,7533392.769,0,567029.5633,3564185.826,249493.0078,3314692.818,3646162.1,4536236.506,7210347.927,Dell,2408911.694,5620793.952
U009000053,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U009,CORPORATE MKT OTHER,Q1 FY25,0,0,0,0,0,0,0,0,0,0,Dell,0,0
U010001426,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-1940221.521,-1532775.001,0,-407446.5194,-1164132.912,-244467.9116,-919665.0009,-1011631.501,-776088.6083,-2175764.413,EMC,-444218.5677,-462349.9379
U010001427,L2 Mktg BU Mktg,L3 Mktg Executive,U010,CORPORATE MKT OTHER,Q1 FY25,2048626.757,880909.5054,0,1167717.251,1700360.208,969205.3186,731154.8895,804270.3784,348266.5487,2504630.587,EMC,0,0
U010001429,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,30485160,10060102.8,0,20425057.2,10974657.6,7353020.592,3621637.008,3983800.709,19510502.4,14958458.31,EMC,12315797.34,3889199.16
U010001430,L2 Mktg Brand,L3 Mktg Digital,U010,CORPORATE MKT,Q1 FY25,14040000,3650400,0,10389600,6739200,4987008,1752192,1927411.2,7300800,8666611.2,EMC,3502755.36,108332.64
U010001432,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,-95707600,-82308536,0,-13399064,-75609004,-10585260.56,-65023743.44,-71526117.78,-20098596,-147135121.8,EMC,-54942861.93,-54942861.93
U010001433,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,12948336,8286935.04,0,4661400.96,1812767.04,652596.1344,1160170.906,1276187.996,11135568.96,3088955.036,EMC,12355820.14,5295351.491
U010001435,L2 Mktg BU Mktg,L3 Mktg Services DFS Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,9855300,7785687,0,2069613,6603051,1386640.71,5216410.29,5738051.319,3252249,12341102.32,EMC,2160613.884,7233359.523
U010001436,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,13097700,10216206,0,2881494,11656953,2564529.66,9092423.34,10001665.67,1440747,21658618.67,EMC,226320.3974,22405719.34
U010001437,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q1 FY25,11065680,9848455.2,0,1217224.8,8631230.4,949435.344,7681795.056,8449974.562,2434449.6,17081204.96,EMC,2196467.766,1526358.956
U010001438,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,-2634652.526,0,0,-2634652.526,-2081375.496,-2081375.496,0,0,-553277.0305,-2081375.496,EMC,-17125.24142,-114607.3849
U010001439,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,6693359.091,334667.9546,0,6358691.137,3748281.091,3560867.036,187414.0546,206155.46,2945078,3954436.551,EMC,4129561.598,672254.2137
U010001440,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,2025649.71,668464.4043,0,1357185.306,486155.9304,325724.4734,160431.457,176474.6027,1539493.78,662630.5331,EMC,1731122.268,891790.2592
U010001443,L2 Mktg Online,L3 Mktg CSB GLB,U010,SBU MKT CS,Q1 FY25,-2916783.54,-233342.6832,0,-2683440.857,-2537601.68,-2334593.545,-203008.1344,-223308.9478,-379181.8602,-2760910.628,EMC,-1055175.613,-55535.5586
U010001444,L2 Mktg Glb SB GDC,L3 Mktg GFP CGM,U010,CORPORATE MKT OTHER,Q1 FY25,-7956767.067,-5490169.276,0,-2466597.791,-7558928.713,-2343267.901,-5215660.812,-5737226.893,-397838.3533,-13296155.61,EMC,-341501.2598,-218336.871
U010001445,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,-8408422.374,-672673.7899,0,-7735748.584,-6558569.452,-6033883.896,-524685.5561,-577154.1118,-1849852.922,-7135723.563,EMC,-988023.2626,-1756485.8
U010001446,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,-7162067.36,-3581033.68,0,-3581033.68,-7090446.687,-3545223.343,-3545223.343,-3899745.678,-71620.6736,-10990192.36,EMC,-5631640.997,-696045.5164
